Date,Crew_ID,Crew_Count,Hours_Worked,Units_Installed,Fatigue_Score,Superintendent_Notes,Safety_Incident,Rework_Cost
2024-08-05,Framing-A,8,10,93,1,"Standard progress, nothing to report.",0,0
2024-08-06,Framing-A,6,9,106,0,"Team is in good rhythm, no safety issues.",0,0
2024-08-07,Framing-A,7,8,109,0,"Crew moving fast, materials arrived on time.",0,0
2024-08-08,Framing-A,7,9,82,0,"Weather overcast, work continuing.",0,0
2024-08-09,Framing-A,6,12,43,2,"Crew exhausted from overtime, morale is low.",0,0
2024-08-10,Framing-A,7,8,109,1,"Team is in good rhythm, no safety issues.",0,0
2024-08-11,Framing-A,7,11,59,3,"Confusion on drawings for HVAC, had to stop work.",0,0
2024-08-12,Framing-A,6,9,106,2,"Team is in good rhythm, no safety issues.",0,0
2024-08-13,Framing-A,6,8,116,1,"Team is in good rhythm, no safety issues.",0,0
2024-08-14,Framing-A,8,8,109,0,"Crew moving fast, materials arrived on time.",0,0
2024-08-15,Framing-A,8,9,100,0,"Team is in good rhythm, no safety issues.",0,0
2024-08-16,Framing-A,7,8,102,0,"Team is in good rhythm, no safety issues.",0,0
2024-08-17,Framing-A,6,9,104,0,"Ahead of schedule, inspection passed.",0,0
2024-08-18,Framing-A,6,8,112,0,"Ahead of schedule, inspection passed.",0,0
2024-08-19,Framing-A,5,9,117,0,"Productive day, finished Zone A early.",0,0
2024-08-20,Framing-A,7,9,92,0,"Weather overcast, work continuing.",0,0
2024-08-21,Framing-A,8,8,85,0,"Weather overcast, work continuing.",0,0
2024-08-22,Framing-A,8,9,96,0,"Safety talk held this morning, no incidents.",0,0
2024-08-23,Framing-A,8,14,43,2,"Rain delay caused slip hazards, slowed down install.",0,0
2024-08-24,Framing-A,7,8,83,2,"Standard progress, nothing to report.",0,0
2024-08-25,Framing-A,8,9,109,1,"Crew moving fast, materials arrived on time.",0,0
2024-08-26,Framing-A,6,11,67,3,"Confusion on drawings for HVAC, had to stop work.",1,0
2024-08-27,Framing-A,7,11,50,5,"Material delivery late, caused bottleneck.",0,0
2024-08-28,Framing-A,8,9,115,4,"Great weather, slab pour went perfectly.",0,0
2024-08-29,Framing-A,6,8,114,3,"Crew moving fast, materials arrived on time.",0,0
2024-08-30,Framing-A,5,9,85,3,"Crew size normal, steady pace.",0,0
2024-08-31,Framing-A,8,8,106,2,"Productive day, finished Zone A early.",0,0
2024-09-01,Framing-A,7,8,109,1,"Ahead of schedule, inspection passed.",0,0
2024-09-02,Framing-A,5,8,90,1,Routine install in Zone B.,0,0
2024-09-03,Framing-A,5,8,93,1,"Weather overcast, work continuing.",0,0
2024-09-04,Framing-A,6,10,96,1,"Standard progress, nothing to report.",0,0
2024-09-05,Framing-A,7,9,119,0,"Team is in good rhythm, no safety issues.",0,0
2024-09-06,Framing-A,8,9,103,0,"Crew moving fast, materials arrived on time.",0,0
2024-09-07,Framing-A,8,14,55,2,"Confusion on drawings for HVAC, had to stop work.",0,1224
2024-09-08,Framing-A,7,9,91,2,Routine install in Zone B.,0,0
2024-09-09,Framing-A,7,9,120,1,"Ahead of schedule, inspection passed.",0,0
2024-09-10,Framing-A,7,9,100,0,"Team is in good rhythm, no safety issues.",0,0
2024-09-11,Framing-A,5,8,111,0,"Great weather, slab pour went perfectly.",0,0
2024-09-12,Framing-A,7,9,88,0,"Weather overcast, work continuing.",0,0
2024-09-13,Framing-A,7,8,102,0,"Great weather, slab pour went perfectly.",0,0
2024-09-14,Framing-A,8,8,106,0,"Crew moving fast, materials arrived on time.",0,0
2024-09-15,Framing-A,5,11,49,2,"Rain delay caused slip hazards, slowed down install.",1,3899
2024-09-16,Framing-A,8,8,82,2,"Crew size normal, steady pace.",0,0
2024-09-17,Framing-A,6,8,111,1,"Crew moving fast, materials arrived on time.",0,0
2024-09-18,Framing-A,8,8,90,1,"Standard progress, nothing to report.",0,0
2024-09-19,Framing-A,7,8,89,1,"Crew size normal, steady pace.",0,0
2024-09-20,Framing-A,5,9,107,0,"Team is in good rhythm, no safety issues.",0,0
2024-09-21,Framing-A,8,9,83,0,Routine install in Zone B.,0,0
2024-09-22,Framing-A,6,13,64,2,"Rain delay caused slip hazards, slowed down install.",1,3985
2024-09-23,Framing-A,8,9,104,1,"Team is in good rhythm, no safety issues.",0,0
2024-09-24,Framing-A,8,9,100,0,"Crew moving fast, materials arrived on time.",0,0
2024-09-25,Framing-A,6,8,117,0,"Great weather, slab pour went perfectly.",0,0
2024-09-26,Framing-A,5,9,100,0,"Team is in good rhythm, no safety issues.",0,0
2024-09-27,Framing-A,6,8,86,0,"Safety talk held this morning, no incidents.",0,0
2024-09-28,Framing-A,6,9,102,0,"Great weather, slab pour went perfectly.",0,0
2024-09-29,Framing-A,5,9,114,0,"Productive day, finished Zone A early.",0,0
2024-09-30,Framing-A,7,8,104,0,"Team is in good rhythm, no safety issues.",0,0
2024-10-01,Framing-A,6,9,99,0,"Weather overcast, work continuing.",0,0
2024-10-02,Framing-A,6,9,105,0,"Productive day, finished Zone A early.",0,0
2024-10-03,Framing-A,5,9,112,0,"Productive day, finished Zone A early.",0,0
2024-10-04,Framing-A,5,9,100,0,"Productive day, finished Zone A early.",0,0
2024-10-05,Framing-A,5,8,96,0,"Crew size normal, steady pace.",0,0
2024-10-06,Framing-A,7,8,91,0,"Crew size normal, steady pace.",0,0
2024-10-07,Framing-A,5,8,103,0,"Great weather, slab pour went perfectly.",0,0
2024-10-08,Framing-A,7,9,92,0,"Standard progress, nothing to report.",0,0
2024-10-09,Framing-A,8,8,101,0,"Great weather, slab pour went perfectly.",0,0
2024-10-10,Framing-A,7,8,103,0,"Productive day, finished Zone A early.",0,0
2024-10-11,Framing-A,6,9,104,0,"Productive day, finished Zone A early.",0,0
2024-10-12,Framing-A,7,10,94,0,"Crew size normal, steady pace.",0,0
2024-10-13,Framing-A,8,13,69,2,"Confusion on drawings for HVAC, had to stop work.",0,0
2024-10-14,Framing-A,7,9,110,1,"Productive day, finished Zone A early.",0,0
2024-10-15,Framing-A,8,9,94,1,"Safety talk held this morning, no incidents.",0,0
2024-10-16,Framing-A,5,8,83,1,"Weather overcast, work continuing.",0,0
2024-10-17,Framing-A,6,8,116,0,"Team is in good rhythm, no safety issues.",0,0
2024-10-18,Framing-A,7,8,102,0,"Great weather, slab pour went perfectly.",0,0
2024-10-19,Framing-A,5,9,118,0,"Team is in good rhythm, no safety issues.",0,0
2024-10-20,Framing-A,8,8,118,0,"Crew moving fast, materials arrived on time.",0,0
2024-10-21,Framing-A,5,8,117,0,"Ahead of schedule, inspection passed.",0,0
2024-10-22,Framing-A,5,8,118,0,"Crew moving fast, materials arrived on time.",0,0
2024-10-23,Framing-A,7,9,113,0,"Great weather, slab pour went perfectly.",0,0
2024-10-24,Framing-A,6,8,105,0,"Team is in good rhythm, no safety issues.",0,0
2024-10-25,Framing-A,8,8,110,0,"Team is in good rhythm, no safety issues.",0,0
2024-10-26,Framing-A,6,9,108,0,"Productive day, finished Zone A early.",0,0
2024-10-27,Framing-A,7,9,107,0,"Crew moving fast, materials arrived on time.",0,0
2024-10-28,Framing-A,7,13,64,2,"Crew exhausted from overtime, morale is low.",0,2077
2024-10-29,Framing-A,5,9,104,1,"Great weather, slab pour went perfectly.",0,0
2024-10-30,Framing-A,6,13,41,3,"Rain delay caused slip hazards, slowed down install.",0,1329
2024-10-31,Framing-A,5,8,80,3,"Safety talk held this morning, no incidents.",0,0
2024-11-01,Framing-A,7,8,118,2,"Great weather, slab pour went perfectly.",0,0
2024-11-02,Framing-A,6,8,88,2,Routine install in Zone B.,0,0
2024-11-03,Framing-A,5,13,62,4,"Rework needed on wall framing, incorrect specs.",0,1087
2024-11-04,Framing-A,6,12,61,6,"Rework needed on wall framing, incorrect specs.",0,2118
2024-11-05,Framing-A,6,8,107,5,"Ahead of schedule, inspection passed.",0,0
2024-11-06,Framing-A,8,9,102,4,"Productive day, finished Zone A early.",0,0
2024-11-07,Framing-A,6,10,61,6,Argument with sub trade over laydown area.,0,0
2024-11-08,Framing-A,8,10,87,6,"Standard progress, nothing to report.",0,0
2024-11-09,Framing-A,7,8,118,5,"Crew moving fast, materials arrived on time.",0,0
2024-11-10,Framing-A,8,8,111,4,"Crew moving fast, materials arrived on time.",0,0
2024-11-11,Framing-A,7,9,114,3,"Productive day, finished Zone A early.",0,0
2024-11-12,Framing-A,5,8,88,3,Routine install in Zone B.,0,0
2024-11-13,Framing-A,7,13,62,5,"Material delivery late, caused bottleneck.",1,0
2024-11-14,Framing-A,5,10,90,5,"Safety talk held this morning, no incidents.",0,0
2024-11-15,Framing-A,5,10,88,5,Routine install in Zone B.,0,0
2024-11-16,Framing-A,6,8,107,4,"Great weather, slab pour went perfectly.",0,0
2024-11-17,Framing-A,5,8,110,3,"Ahead of schedule, inspection passed.",0,0
2024-11-18,Framing-A,8,10,94,3,"Weather overcast, work continuing.",0,0
2024-11-19,Framing-A,7,9,111,2,"Crew moving fast, materials arrived on time.",0,0
2024-11-20,Framing-A,6,8,102,1,"Great weather, slab pour went perfectly.",0,0
2024-11-21,Framing-A,5,9,100,0,"Ahead of schedule, inspection passed.",0,0
2024-11-22,Framing-A,7,8,87,0,"Standard progress, nothing to report.",0,0
2024-11-23,Framing-A,8,9,115,0,"Great weather, slab pour went perfectly.",0,0
2024-11-24,Framing-A,7,9,100,0,"Weather overcast, work continuing.",0,0
2024-11-25,Framing-A,7,9,84,0,"Safety talk held this morning, no incidents.",0,0
2024-11-26,Framing-A,5,8,81,0,"Weather overcast, work continuing.",0,0
2024-11-27,Framing-A,6,9,118,0,"Crew moving fast, materials arrived on time.",0,0
2024-11-28,Framing-A,5,9,81,0,"Weather overcast, work continuing.",0,0
2024-11-29,Framing-A,6,9,98,0,"Standard progress, nothing to report.",0,0
2024-11-30,Framing-A,6,8,118,0,"Productive day, finished Zone A early.",0,0
2024-12-01,Framing-A,5,9,100,0,"Great weather, slab pour went perfectly.",0,0
2024-12-02,Framing-A,8,9,117,0,"Team is in good rhythm, no safety issues.",0,0
2024-12-03,Framing-A,6,8,109,0,"Crew moving fast, materials arrived on time.",0,0
2024-12-04,Framing-A,7,14,53,2,"Waiting on RFI response, crew standing around.",1,0
2024-12-05,Framing-A,6,10,92,2,"Crew size normal, steady pace.",0,0
2024-12-06,Framing-A,5,8,99,2,"Standard progress, nothing to report.",0,0
2024-12-07,Framing-A,7,8,104,1,"Crew moving fast, materials arrived on time.",0,0
2024-12-08,Framing-A,8,8,111,0,"Team is in good rhythm, no safety issues.",0,0
2024-12-09,Framing-A,5,9,101,0,"Great weather, slab pour went perfectly.",0,0
2024-12-10,Framing-A,5,9,83,0,"Weather overcast, work continuing.",0,0
2024-12-11,Framing-A,7,8,120,0,"Great weather, slab pour went perfectly.",0,0
2024-12-12,Framing-A,7,9,100,0,"Standard progress, nothing to report.",0,0
2024-12-13,Framing-A,6,8,107,0,"Crew moving fast, materials arrived on time.",0,0
2024-12-14,Framing-A,6,9,83,0,Routine install in Zone B.,0,0
2024-12-15,Framing-A,5,8,101,0,"Ahead of schedule, inspection passed.",0,0
2024-12-16,Framing-A,7,14,65,2,"Confusion on drawings for HVAC, had to stop work.",0,4460
2024-12-17,Framing-A,6,12,42,4,"Crew exhausted from overtime, morale is low.",1,0
2024-12-18,Framing-A,5,8,102,3,"Crew moving fast, materials arrived on time.",0,0
2024-12-19,Framing-A,6,9,115,2,"Crew moving fast, materials arrived on time.",0,0
2024-12-20,Framing-A,6,11,51,4,"Rework needed on wall framing, incorrect specs.",0,4364
2024-12-21,Framing-A,7,10,84,4,"Safety talk held this morning, no incidents.",0,0
2024-12-22,Framing-A,8,9,119,3,"Team is in good rhythm, no safety issues.",0,0
2024-12-23,Framing-A,6,8,82,3,Routine install in Zone B.,0,0
2024-12-24,Framing-A,7,9,103,2,"Productive day, finished Zone A early.",0,0
2024-12-25,Framing-A,8,8,82,2,"Standard progress, nothing to report.",0,0
2024-12-26,Framing-A,5,9,103,1,"Team is in good rhythm, no safety issues.",0,0
2024-12-27,Framing-A,8,10,92,1,"Weather overcast, work continuing.",0,0
2024-12-28,Framing-A,5,13,66,3,"Crew exhausted from overtime, morale is low.",0,0
2024-12-29,Framing-A,7,9,118,2,"Productive day, finished Zone A early.",0,0
2024-12-30,Framing-A,7,10,93,2,"Crew size normal, steady pace.",0,0
2024-01-01,MEP-2,7,8,99,0,"Weather overcast, work continuing.",0,0
2024-01-02,MEP-2,8,8,103,0,"Team is in good rhythm, no safety issues.",0,0
2024-01-03,MEP-2,6,8,104,0,"Ahead of schedule, inspection passed.",0,0
2024-01-04,MEP-2,5,9,91,0,"Crew size normal, steady pace.",0,0
2024-01-05,MEP-2,7,9,117,0,"Team is in good rhythm, no safety issues.",0,0
2024-01-06,MEP-2,7,11,65,2,"Waiting on RFI response, crew standing around.",0,0
2024-01-07,MEP-2,6,8,85,2,"Crew size normal, steady pace.",0,0
2024-01-08,MEP-2,8,9,111,1,"Great weather, slab pour went perfectly.",0,0
2024-01-09,MEP-2,5,14,41,3,"Rain delay caused slip hazards, slowed down install.",0,3634
2024-01-10,MEP-2,8,8,111,2,"Great weather, slab pour went perfectly.",0,0
2024-01-11,MEP-2,5,8,89,2,"Standard progress, nothing to report.",0,0
2024-01-12,MEP-2,8,8,110,1,"Crew moving fast, materials arrived on time.",0,0
2024-01-13,MEP-2,5,14,59,3,Argument with sub trade over laydown area.,0,0
2024-01-14,MEP-2,6,13,55,5,"Rain delay caused slip hazards, slowed down install.",0,0
2024-01-15,MEP-2,8,10,96,5,"Crew size normal, steady pace.",0,0
2024-01-16,MEP-2,5,9,116,4,"Great weather, slab pour went perfectly.",0,0
2024-01-17,MEP-2,8,9,117,3,"Productive day, finished Zone A early.",0,0
2024-01-18,MEP-2,6,8,112,2,"Productive day, finished Zone A early.",0,0
2024-01-19,MEP-2,5,9,97,2,"Safety talk held this morning, no incidents.",0,0
2024-01-20,MEP-2,5,8,110,1,"Ahead of schedule, inspection passed.",0,0
2024-01-21,MEP-2,7,8,114,0,"Team is in good rhythm, no safety issues.",0,0
2024-01-22,MEP-2,5,10,86,0,"Standard progress, nothing to report.",0,0
2024-01-23,MEP-2,7,9,88,0,Routine install in Zone B.,0,0
2024-01-24,MEP-2,7,12,64,2,"Waiting on RFI response, crew standing around.",0,0
2024-01-25,MEP-2,6,9,108,1,"Team is in good rhythm, no safety issues.",0,0
2024-01-26,MEP-2,7,9,108,0,"Team is in good rhythm, no safety issues.",0,0
2024-01-27,MEP-2,8,8,118,0,"Productive day, finished Zone A early.",0,0
2024-01-28,MEP-2,8,10,89,0,"Safety talk held this morning, no incidents.",0,0
2024-01-29,MEP-2,5,8,83,0,"Crew size normal, steady pace.",0,0
2024-01-30,MEP-2,5,10,83,0,"Crew size normal, steady pace.",0,0
2024-01-31,MEP-2,7,8,102,0,"Great weather, slab pour went perfectly.",0,0
2024-02-01,MEP-2,5,9,114,0,"Crew moving fast, materials arrived on time.",0,0
2024-02-02,MEP-2,7,8,103,0,"Great weather, slab pour went perfectly.",0,0
2024-02-03,MEP-2,8,8,103,0,"Great weather, slab pour went perfectly.",0,0
2024-02-04,MEP-2,8,12,57,2,"Crew exhausted from overtime, morale is low.",1,811
2024-02-05,MEP-2,8,9,117,1,"Team is in good rhythm, no safety issues.",0,0
2024-02-06,MEP-2,5,9,100,0,"Ahead of schedule, inspection passed.",0,0
2024-02-07,MEP-2,8,10,57,2,"Waiting on RFI response, crew standing around.",1,909
2024-02-08,MEP-2,8,12,40,4,"Material delivery late, caused bottleneck.",0,0
2024-02-09,MEP-2,8,8,104,3,"Great weather, slab pour went perfectly.",0,0
2024-02-10,MEP-2,7,8,117,2,"Crew moving fast, materials arrived on time.",0,0
2024-02-11,MEP-2,7,10,93,2,Routine install in Zone B.,0,0
2024-02-12,MEP-2,8,9,107,1,"Team is in good rhythm, no safety issues.",0,0
2024-02-13,MEP-2,8,8,111,0,"Ahead of schedule, inspection passed.",0,0
2024-02-14,MEP-2,8,8,119,0,"Crew moving fast, materials arrived on time.",0,0
2024-02-15,MEP-2,6,8,93,0,"Safety talk held this morning, no incidents.",0,0
2024-02-16,MEP-2,6,9,115,0,"Productive day, finished Zone A early.",0,0
2024-02-17,MEP-2,8,9,115,0,"Productive day, finished Zone A early.",0,0
2024-02-18,MEP-2,6,9,96,0,"Standard progress, nothing to report.",0,0
2024-02-19,MEP-2,7,8,91,0,"Standard progress, nothing to report.",0,0
2024-02-20,MEP-2,8,13,40,2,"Waiting on RFI response, crew standing around.",1,2951
2024-02-21,MEP-2,5,9,114,1,"Team is in good rhythm, no safety issues.",0,0
2024-02-22,MEP-2,6,8,104,0,"Productive day, finished Zone A early.",0,0
2024-02-23,MEP-2,8,10,57,2,"Waiting on RFI response, crew standing around.",0,0
2024-02-24,MEP-2,7,8,88,2,"Safety talk held this morning, no incidents.",0,0
2024-02-25,MEP-2,7,8,84,2,"Standard progress, nothing to report.",0,0
2024-02-26,MEP-2,5,14,70,4,"Crew exhausted from overtime, morale is low.",0,2574
2024-02-27,MEP-2,6,10,80,4,"Crew size normal, steady pace.",0,0
2024-02-28,MEP-2,7,8,105,3,"Ahead of schedule, inspection passed.",0,0
2024-02-29,MEP-2,5,8,103,2,"Great weather, slab pour went perfectly.",0,0
2024-03-01,MEP-2,8,13,65,4,"Material delivery late, caused bottleneck.",0,2603
2024-03-02,MEP-2,6,8,110,3,"Team is in good rhythm, no safety issues.",0,0
2024-03-03,MEP-2,6,8,108,2,"Ahead of schedule, inspection passed.",0,0
2024-03-04,MEP-2,7,8,99,2,"Safety talk held this morning, no incidents.",0,0
2024-03-05,MEP-2,5,8,117,1,"Productive day, finished Zone A early.",0,0
2024-03-06,MEP-2,8,9,110,0,"Crew moving fast, materials arrived on time.",0,0
2024-03-07,MEP-2,7,9,118,0,"Crew moving fast, materials arrived on time.",0,0
2024-03-08,MEP-2,7,10,82,0,"Safety talk held this morning, no incidents.",0,0
2024-03-09,MEP-2,5,12,56,2,"Material delivery late, caused bottleneck.",0,4895
2024-03-10,MEP-2,8,11,61,4,"Crew exhausted from overtime, morale is low.",0,3472
2024-03-11,MEP-2,7,8,116,3,"Productive day, finished Zone A early.",0,0
2024-03-12,MEP-2,8,9,120,2,"Great weather, slab pour went perfectly.",0,0
2024-03-13,MEP-2,5,13,51,4,"Waiting on RFI response, crew standing around.",0,0
2024-03-14,MEP-2,6,10,87,4,"Crew size normal, steady pace.",0,0
2024-03-15,MEP-2,8,9,85,4,"Crew size normal, steady pace.",0,0
2024-03-16,MEP-2,8,9,110,3,"Productive day, finished Zone A early.",0,0
2024-03-17,MEP-2,7,12,42,5,"Rain delay caused slip hazards, slowed down install.",0,0
2024-03-18,MEP-2,5,8,103,4,"Crew moving fast, materials arrived on time.",0,0
2024-03-19,MEP-2,6,10,65,6,"Rework needed on wall framing, incorrect specs.",0,0
2024-03-20,MEP-2,8,13,61,8,"Rework needed on wall framing, incorrect specs.",1,1312
2024-03-21,MEP-2,7,8,110,7,"Great weather, slab pour went perfectly.",0,0
2024-03-22,MEP-2,5,9,97,7,"Crew size normal, steady pace.",0,0
2024-03-23,MEP-2,6,8,86,7,Routine install in Zone B.,0,0
2024-03-24,MEP-2,8,8,110,6,"Team is in good rhythm, no safety issues.",0,0
2024-03-25,MEP-2,6,8,117,5,"Crew moving fast, materials arrived on time.",0,0
2024-03-26,MEP-2,8,8,100,4,"Crew moving fast, materials arrived on time.",0,0
2024-03-27,MEP-2,8,8,112,3,"Team is in good rhythm, no safety issues.",0,0
2024-03-28,MEP-2,5,8,85,3,"Weather overcast, work continuing.",0,0
2024-03-29,MEP-2,8,8,104,2,"Team is in good rhythm, no safety issues.",0,0
2024-03-30,MEP-2,5,9,96,2,Routine install in Zone B.,0,0
2024-03-31,MEP-2,7,9,113,1,"Crew moving fast, materials arrived on time.",0,0
2024-04-01,MEP-2,5,8,103,0,"Ahead of schedule, inspection passed.",0,0
2024-04-02,MEP-2,7,9,82,0,Routine install in Zone B.,0,0
2024-04-03,MEP-2,5,13,46,2,"Crew exhausted from overtime, morale is low.",0,1210
2024-04-04,MEP-2,5,8,83,2,"Crew size normal, steady pace.",0,0
2024-04-05,MEP-2,5,10,95,2,"Weather overcast, work continuing.",0,0
2024-04-06,MEP-2,8,9,120,1,"Team is in good rhythm, no safety issues.",0,0
2024-04-07,MEP-2,7,8,119,0,"Ahead of schedule, inspection passed.",0,0
2024-04-08,MEP-2,5,8,118,0,"Great weather, slab pour went perfectly.",0,0
2024-04-09,MEP-2,7,12,40,2,"Waiting on RFI response, crew standing around.",1,4674
2024-04-10,MEP-2,7,9,109,1,"Great weather, slab pour went perfectly.",0,0
2024-04-11,MEP-2,8,14,47,3,Argument with sub trade over laydown area.,1,0
2024-04-12,MEP-2,6,9,107,2,"Productive day, finished Zone A early.",0,0
2024-04-13,MEP-2,7,9,113,1,"Team is in good rhythm, no safety issues.",0,0
2024-04-14,MEP-2,8,9,104,0,"Great weather, slab pour went perfectly.",0,0
2024-04-15,MEP-2,7,11,51,2,"Confusion on drawings for HVAC, had to stop work.",0,0
2024-04-16,MEP-2,8,9,86,2,Routine install in Zone B.,0,0
2024-04-17,MEP-2,6,8,109,1,"Crew moving fast, materials arrived on time.",0,0
2024-04-18,MEP-2,5,9,107,0,"Productive day, finished Zone A early.",0,0
2024-04-19,MEP-2,7,8,113,0,"Great weather, slab pour went perfectly.",0,0
2024-04-20,MEP-2,7,9,115,0,"Great weather, slab pour went perfectly.",0,0
2024-04-21,MEP-2,5,8,100,0,Routine install in Zone B.,0,0
2024-04-22,MEP-2,7,8,114,0,"Team is in good rhythm, no safety issues.",0,0
2024-04-23,MEP-2,7,9,118,0,"Team is in good rhythm, no safety issues.",0,0
2024-04-24,MEP-2,8,9,119,0,"Crew moving fast, materials arrived on time.",0,0
2024-04-25,MEP-2,5,8,117,0,"Productive day, finished Zone A early.",0,0
2024-04-26,MEP-2,6,14,43,2,"Rain delay caused slip hazards, slowed down install.",0,1597
2024-04-27,MEP-2,7,8,117,1,"Crew moving fast, materials arrived on time.",0,0
2024-04-28,MEP-2,5,8,113,0,"Great weather, slab pour went perfectly.",0,0
2024-04-29,MEP-2,5,10,97,0,Routine install in Zone B.,0,0
2024-04-30,MEP-2,8,9,115,0,"Crew moving fast, materials arrived on time.",0,0
2024-05-01,MEP-2,7,12,51,2,"Rework needed on wall framing, incorrect specs.",0,4139
2024-05-02,MEP-2,8,12,57,4,"Confusion on drawings for HVAC, had to stop work.",1,1079
2024-05-03,MEP-2,6,9,100,3,"Crew moving fast, materials arrived on time.",0,0
2024-05-04,MEP-2,8,9,100,3,Routine install in Zone B.,0,0
2024-05-05,MEP-2,6,9,88,3,"Weather overcast, work continuing.",0,0
2024-05-06,MEP-2,6,9,120,2,"Great weather, slab pour went perfectly.",0,0
2024-05-07,MEP-2,5,8,112,1,"Productive day, finished Zone A early.",0,0
2024-05-08,MEP-2,8,9,97,1,"Crew size normal, steady pace.",0,0
2024-05-09,MEP-2,7,8,113,0,"Productive day, finished Zone A early.",0,0
2024-05-10,MEP-2,6,10,81,0,"Crew size normal, steady pace.",0,0
2024-05-11,MEP-2,7,9,112,0,"Productive day, finished Zone A early.",0,0
2024-05-12,MEP-2,8,8,100,0,"Great weather, slab pour went perfectly.",0,0
2024-05-13,MEP-2,6,11,64,2,"Rework needed on wall framing, incorrect specs.",1,0
2024-05-14,MEP-2,5,9,82,2,"Weather overcast, work continuing.",0,0
2024-05-15,MEP-2,6,8,113,1,"Great weather, slab pour went perfectly.",0,0
2024-05-16,MEP-2,7,10,91,1,"Safety talk held this morning, no incidents.",0,0
2024-05-17,MEP-2,5,8,109,0,"Ahead of schedule, inspection passed.",0,0
2024-05-18,MEP-2,7,9,119,0,"Crew moving fast, materials arrived on time.",0,0
2024-05-19,MEP-2,8,10,44,2,Argument with sub trade over laydown area.,1,1023
2024-05-20,MEP-2,8,11,48,4,"Material delivery late, caused bottleneck.",0,914
2024-05-21,MEP-2,7,10,81,4,"Weather overcast, work continuing.",0,0
2024-05-22,MEP-2,8,9,96,4,"Standard progress, nothing to report.",0,0
2024-05-23,MEP-2,8,9,110,3,"Productive day, finished Zone A early.",0,0
2024-05-24,MEP-2,7,8,109,2,"Great weather, slab pour went perfectly.",0,0
2024-05-25,MEP-2,7,9,105,1,"Productive day, finished Zone A early.",0,0
2024-05-26,MEP-2,6,11,62,3,"Material delivery late, caused bottleneck.",0,0
2024-05-27,MEP-2,7,10,93,3,"Crew size normal, steady pace.",0,0
2024-05-28,MEP-2,5,8,118,2,"Ahead of schedule, inspection passed.",0,0
2024-05-29,MEP-2,5,8,87,2,"Weather overcast, work continuing.",0,0
2024-05-30,MEP-2,5,12,60,4,"Crew exhausted from overtime, morale is low.",0,0
2024-05-31,MEP-2,8,8,101,3,"Crew moving fast, materials arrived on time.",0,0
2024-06-01,MEP-2,5,9,81,3,Routine install in Zone B.,0,0
2024-06-02,MEP-2,8,8,86,3,"Crew size normal, steady pace.",0,0
2024-06-03,MEP-2,5,10,67,5,"Material delivery late, caused bottleneck.",0,3565
2024-06-04,MEP-2,8,11,47,7,"Crew exhausted from overtime, morale is low.",1,4618
2024-06-05,MEP-2,7,9,117,6,"Productive day, finished Zone A early.",0,0
2024-06-06,MEP-2,6,9,99,6,"Crew size normal, steady pace.",0,0
2024-06-07,MEP-2,7,9,110,5,"Crew moving fast, materials arrived on time.",0,0
2024-06-08,MEP-2,8,8,110,4,"Great weather, slab pour went perfectly.",0,0
2024-06-09,MEP-2,5,9,91,4,Routine install in Zone B.,0,0
2024-06-10,MEP-2,6,8,118,3,"Ahead of schedule, inspection passed.",0,0
2024-06-11,MEP-2,8,8,112,2,"Crew moving fast, materials arrived on time.",0,0
2024-06-12,MEP-2,7,9,90,2,"Standard progress, nothing to report.",0,0
2024-06-13,MEP-2,8,9,101,1,"Team is in good rhythm, no safety issues.",0,0
2024-06-14,MEP-2,7,8,114,0,"Great weather, slab pour went perfectly.",0,0
2024-06-15,MEP-2,5,9,103,0,"Ahead of schedule, inspection passed.",0,0
2024-06-16,MEP-2,8,10,95,0,"Crew size normal, steady pace.",0,0
2024-06-17,MEP-2,8,10,84,0,"Weather overcast, work continuing.",0,0
2024-06-18,MEP-2,6,9,85,0,"Standard progress, nothing to report.",0,0
2024-06-19,MEP-2,7,8,113,0,"Productive day, finished Zone A early.",0,0
2024-06-20,MEP-2,6,10,90,0,"Standard progress, nothing to report.",0,0
2024-06-21,MEP-2,5,8,93,0,"Standard progress, nothing to report.",0,0
2024-06-22,MEP-2,6,8,97,0,"Safety talk held this morning, no incidents.",0,0
2024-06-23,MEP-2,7,8,112,0,"Team is in good rhythm, no safety issues.",0,0
2024-06-24,MEP-2,5,14,46,2,"Confusion on drawings for HVAC, had to stop work.",0,0
2024-06-25,MEP-2,7,11,54,4,"Waiting on RFI response, crew standing around.",0,0
2024-06-26,MEP-2,8,9,107,3,"Team is in good rhythm, no safety issues.",0,0
2024-06-27,MEP-2,8,8,81,3,"Crew size normal, steady pace.",0,0
2024-06-28,MEP-2,8,9,105,2,"Great weather, slab pour went perfectly.",0,0
2024-06-29,MEP-2,8,8,84,2,Routine install in Zone B.,0,0
2024-06-30,MEP-2,6,8,90,2,"Safety talk held this morning, no incidents.",0,0
2024-07-01,MEP-2,8,8,103,1,"Ahead of schedule, inspection passed.",0,0
2024-07-02,MEP-2,6,8,111,0,"Ahead of schedule, inspection passed.",0,0
2024-07-03,MEP-2,8,9,81,0,"Standard progress, nothing to report.",0,0
2024-07-04,MEP-2,5,9,102,0,"Crew moving fast, materials arrived on time.",0,0
2024-07-05,MEP-2,5,8,119,0,"Ahead of schedule, inspection passed.",0,0
